epoch,accuracy,loss,val_accuracy,val_loss
0,0.9024333357810974,0.3515174388885498,0.9340999722480774,0.22788558900356293
1,0.9422500133514404,0.1985633820295334,0.9501000046730042,0.17033043503761292
2,0.9541000127792358,0.15816272795200348,0.958899974822998,0.14200548827648163
3,0.9607333540916443,0.13734187185764313,0.9605000019073486,0.13832731544971466
4,0.9646666646003723,0.1238773912191391,0.9639000296592712,0.12826094031333923
